Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 1024
Start Time: 2/8/2023 2:55:35.84 PM
Scan Rate: 50
Sample,Time (s),CH2 (µV)
736,14.72,-225.455
737,14.74,-225.101
738,14.76,-225.306
739,14.78,-225.082
740,14.80,-225.483
741,14.82,-225.538
742,14.84,-225.408
743,14.86,-225.501
744,14.88,-225.473
745,14.90,-225.483
746,14.92,-225.380
747,14.94,-225.715
748,14.96,-225.659
749,14.98,-225.585
750,15.00,-225.753
751,15.02,-225.408
752,15.04,-225.427
753,15.06,-225.650
754,15.08,-225.510
755,15.10,-225.715
756,15.12,-225.622
757,15.14,-225.678
758,15.16,-225.622
759,15.18,-225.790
760,15.20,-225.995
761,15.22,-225.818
762,15.24,-226.069
763,15.26,-226.004
764,15.28,-226.004
765,15.30,-225.892
766,15.32,-226.134
767,15.34,-226.004
768,15.36,-226.125
769,15.38,-225.911
770,15.40,-226.162
771,15.42,-226.386
772,15.44,-226.330
773,15.46,-226.302
774,15.48,-226.311
775,15.50,-226.209
776,15.52,-226.200
777,15.54,-226.386
778,15.56,-226.265
779,15.58,-226.004
780,15.60,-226.190
781,15.62,-226.162
782,15.64,-226.377
783,15.66,-226.488
784,15.68,-226.442
785,15.70,-226.330
786,15.72,-226.488
787,15.74,-226.405
788,15.76,-226.237
789,15.78,-226.330
790,15.80,-226.256
791,15.82,-226.423
792,15.84,-226.386
793,15.86,-226.498
794,15.88,-226.339
795,15.90,-226.498
796,15.92,-226.665
797,15.94,-226.321
798,15.96,-226.535
799,15.98,-226.907
800,16.00,-226.563
801,16.02,-226.656
802,16.04,-226.675
803,16.06,-226.516
804,16.08,-226.730
805,16.10,-226.870
806,16.12,-226.935
807,16.14,-226.861
808,16.16,-226.768
809,16.18,-226.777
810,16.20,-226.917
811,16.22,-227.047
812,16.24,-227.140
813,16.26,-227.029
814,16.28,-227.233
815,16.30,-227.112
816,16.32,-226.945
817,16.34,-227.224
818,16.36,-227.224
819,16.38,-227.261
820,16.40,-227.420
821,16.42,-227.476
822,16.44,-227.345
823,16.46,-227.466
824,16.48,-227.364
825,16.50,-227.429
826,16.52,-227.522
827,16.54,-227.522
828,16.56,-227.345
829,16.58,-227.457
830,16.60,-227.559
831,16.62,-227.140
832,16.64,-227.420
833,16.66,-227.503
834,16.68,-227.448
835,16.70,-227.625
836,16.72,-227.569
837,16.74,-227.690
838,16.76,-227.643
839,16.78,-227.746
840,16.80,-227.802
841,16.82,-227.736
842,16.84,-227.774
843,16.86,-227.634
844,16.88,-227.336
845,16.90,-228.072
846,16.92,-227.690
847,16.94,-228.044
848,16.96,-227.746
849,16.98,-227.718
850,17.00,-227.662
851,17.02,-227.615
852,17.04,-227.569
853,17.06,-227.904
854,17.08,-227.746
855,17.10,-227.997
856,17.12,-228.016
857,17.14,-227.904
858,17.16,-227.904
859,17.18,-227.829
860,17.20,-228.090
861,17.22,-228.109
862,17.24,-228.025
863,17.26,-227.923
864,17.28,-228.249
865,17.30,-227.829
866,17.32,-228.053
867,17.34,-228.155
868,17.36,-227.802
869,17.38,-227.951
870,17.40,-227.541
871,17.42,-227.652
872,17.44,-227.746
873,17.46,-227.774
874,17.48,-227.671
875,17.50,-227.829
876,17.52,-227.699
877,17.54,-227.680
878,17.56,-227.643
879,17.58,-227.466
880,17.60,-227.476
881,17.62,-227.708
882,17.64,-227.811
883,17.66,-227.783
884,17.68,-227.727
885,17.70,-227.606
886,17.72,-228.044
887,17.74,-227.969
888,17.76,-227.978
889,17.78,-228.062
890,17.80,-227.764
891,17.82,-227.941
892,17.84,-227.923
893,17.86,-228.044
894,17.88,-228.230
895,17.90,-228.137
896,17.92,-227.885
897,17.94,-228.202
898,17.96,-228.202
899,17.98,-228.239
900,18.00,-228.398
901,18.02,-228.332
902,18.04,-228.453
903,18.06,-228.239
904,18.08,-228.407
905,18.10,-228.165
906,18.12,-228.453
907,18.14,-228.249
908,18.16,-228.435
909,18.18,-228.276
910,18.20,-228.481
911,18.22,-228.398
912,18.24,-228.267
913,18.26,-228.649
914,18.28,-228.435
915,18.30,-228.453
916,18.32,-228.537
917,18.34,-228.547
918,18.36,-228.519
919,18.38,-228.556
920,18.40,-228.491
921,18.42,-228.519
922,18.44,-228.472
923,18.46,-228.453
924,18.48,-228.435
925,18.50,-228.398
926,18.52,-228.491
927,18.54,-228.509
928,18.56,-228.398
929,18.58,-228.770
930,18.60,-228.509
931,18.62,-228.323
932,18.64,-228.323
933,18.66,-228.416
934,18.68,-228.006
935,18.70,-228.435
936,18.72,-228.398
937,18.74,-228.798
938,18.76,-228.826
939,18.78,-228.835
940,18.80,-228.696
941,18.82,-229.003
942,18.84,-228.900
943,18.86,-228.379
944,18.88,-228.537
945,18.90,-228.537
946,18.92,-228.649
947,18.94,-228.798
948,18.96,-228.565
949,18.98,-228.845
950,19.00,-228.733
951,19.02,-228.798
952,19.04,-228.509
953,19.06,-228.761
954,19.08,-228.705
955,19.10,-228.882
956,19.12,-228.593
957,19.14,-228.696
958,19.16,-228.724
959,19.18,-228.826
960,19.20,-228.342
961,19.22,-228.658
962,19.24,-228.686
963,19.26,-228.574
964,19.28,-229.105
965,19.30,-228.668
966,19.32,-228.696
967,19.34,-228.938
968,19.36,-228.873
969,19.38,-228.966
970,19.40,-229.040
971,19.42,-228.882
972,19.44,-229.059
973,19.46,-229.059
974,19.48,-229.096
975,19.50,-229.077
976,19.52,-229.059
977,19.54,-229.068
978,19.56,-228.994
979,19.58,-229.096
980,19.60,-229.049
981,19.62,-229.292
982,19.64,-228.956
983,19.66,-229.040
984,19.68,-229.403
985,19.70,-229.012
986,19.72,-229.161
987,19.74,-229.282
988,19.76,-229.189
989,19.78,-229.441
990,19.80,-229.236
991,19.82,-229.273
992,19.84,-229.077
993,19.86,-229.087
994,19.88,-229.347
995,19.90,-229.301
996,19.92,-229.403
997,19.94,-229.543
998,19.96,-229.562
999,19.98,-229.646
1000,20.00,-229.478
1001,20.02,-229.441
1002,20.04,-229.413
1003,20.06,-229.236
1004,20.08,-229.403
1005,20.10,-229.478
1006,20.12,-229.608
1007,20.14,-229.226
1008,20.16,-229.441
1009,20.18,-229.254
1010,20.20,-229.459
1011,20.22,-229.403
1012,20.24,-229.264
1013,20.26,-229.096
1014,20.28,-229.217
1015,20.30,-229.245
1016,20.32,-229.338
1017,20.34,-229.273
1018,20.36,-229.320
1019,20.38,-229.208
1020,20.40,-229.198
1021,20.42,-229.469
1022,20.44,-229.431
1023,20.46,-229.217
